event_name,event_date,fighter1_name,fighter2_name,winner_name,fighter1_odds,fighter2_odds
ufc-fight-night-february-19-2022,Feb 19 2022,Parker Porter,Alan Baudot,Parker Porter,-280,+225
ufc-fight-night-february-19-2022,Feb 19 2022,Jim Miller,Nikolas Motta,Jim Miller,+155,-180
ufc-fight-night-february-19-2022,Feb 19 2022,Joaquin Buckley,Abdul Razak Alhassan,Joaquin Buckley,-165,+145
ufc-fight-night-february-19-2022,Feb 19 2022,Gabriel Benitez,David Onama,David Onama,+145,-165
ufc-fight-night-february-19-2022,Feb 19 2022,Jessica-Rose Clark,Stephanie Egger,Stephanie Egger,-170,+150
ufc-fight-night-february-19-2022,Feb 19 2022,Chas Skelly,Mark Striegl,Chas Skelly,-200,+170
ufc-fight-night-february-19-2022,Feb 19 2022,Diana Belbita,Gloria de Paula,Gloria de Paula,-120,+100
ufc-fight-night-february-19-2022,Feb 19 2022,Chad Anheliger,Jesse Strader,Chad Anheliger,-250,+200
ufc-fight-night-february-19-2022,Feb 19 2022,Jonathan Pearce,Christian Rodriguez,Jonathan Pearce,-380,+290
ufc-fight-night-february-19-2022,Feb 19 2022,Mario Bautista,Jay Perrin,Mario Bautista,-365,+280
ufc-fight-night-february-26-2022,Feb 26 2022,Islam Makhachev,King Green,,-900,+600
ufc-fight-night-february-26-2022,Feb 26 2022,Misha Cirkunov,Wellington Turman,Wellington Turman,-120,+100
ufc-fight-night-february-26-2022,Feb 26 2022,Ji Yeon Kim,Priscila Cachoeira,Priscila Cachoeira,-160,+140
ufc-fight-night-february-26-2022,Feb 26 2022,Arman Tsarukyan,Joel Álvarez,,-220,+180
ufc-fight-night-february-26-2022,Feb 26 2022,Armen Petrosyan,Gregory Rodrigues,Armen Petrosyan,+135,-155
ufc-fight-night-february-26-2022,Feb 26 2022,Rongzhu,Ignacio Bahamondes,Ignacio Bahamondes,+170,-200
ufc-fight-night-february-26-2022,Feb 26 2022,Josiane Nunes,Ramona Pascual,Josiane Nunes,-220,+180
ufc-fight-night-february-26-2022,Feb 26 2022,Terrance McKinney,Farès Ziam,,-105,-115
ufc-fight-night-february-26-2022,Feb 26 2022,Alejandro Pérez,Jonathan Martinez,,+220,-275
ufc-fight-night-february-26-2022,Feb 26 2022,Ramiz Brahimaj,Micheal Gillmore,Ramiz Brahimaj,-380,+290
ufc-fight-night-february-26-2022,Feb 26 2022,Victor Altamirano,Carlos Hernandez,Carlos Hernandez,+125,-145
ufc-272,Mar 5 2022,Colby Covington,Jorge Masvidal,Colby Covington,-320,+250
ufc-272,Mar 5 2022,Rafael Dos Anjos,Renato Moicano,Rafael Dos Anjos,-165,+145
ufc-272,Mar 5 2022,Edson Barboza,Bryce Mitchell,Bryce Mitchell,+145,-165
ufc-272,Mar 5 2022,Kevin Holland,Alex Oliveira,Kevin Holland,-320,+250
ufc-272,Mar 5 2022,Serghei Spivac,Greg Hardy,Serghei Spivac,-190,+160
ufc-272,Mar 5 2022,Jalin Turner,Jamie Mullarkey,Jalin Turner,-155,+135
ufc-272,Mar 5 2022,Marina Rodriguez,Yan Xiaonan,Marina Rodriguez,-255,+205
ufc-272,Mar 5 2022,Nicolae Negumereanu,Kennedy Nzechukwu,Nicolae Negumereanu,+125,-145
ufc-272,Mar 5 2022,Maryna Moroz,Mariya Agapova,Maryna Moroz,+155,-180
ufc-272,Mar 5 2022,Brian Kelleher,Umar Nurmagomedov,Umar Nurmagomedov,+475,-675
ufc-272,Mar 5 2022,Tim Elliott,Tagir Ulanbekov,Tim Elliott,+205,-255
ufc-272,Mar 5 2022,Devonte Smith,Ludovit Klein,Ludovit Klein,-155,+135
ufc-272,Mar 5 2022,Dustin Jacoby,Michal Oleksiejczuk,Dustin Jacoby,-,-
ufc-fight-night-march-12-2022,Mar 12 2022,Thiago Santos,Magomed Ankalaev,Magomed Ankalaev,+340,-450
ufc-fight-night-march-12-2022,Mar 12 2022,Marlon Moraes,Song Yadong,Song Yadong,+195,-240
ufc-fight-night-march-12-2022,Mar 12 2022,Sodiq Yusuff,Alex Caceres,Sodiq Yusuff,-250,+200
ufc-fight-night-march-12-2022,Mar 12 2022,Khalil Rountree Jr.,Karl Roberson,Khalil Rountree Jr.,-115,-105
ufc-fight-night-march-12-2022,Mar 12 2022,Drew Dober,Terrance McKinney,Drew Dober,-,-
ufc-fight-night-march-12-2022,Mar 12 2022,Alex Pereira,Bruno Silva,Alex Pereira,-170,+150
ufc-fight-night-march-12-2022,Mar 12 2022,Matthew Semelsberger,AJ Fletcher,Matthew Semelsberger,-,-
ufc-fight-night-march-12-2022,Mar 12 2022,JJ Aldrich,Gillian Robertson,JJ Aldrich,+135,-155
ufc-fight-night-march-12-2022,Mar 12 2022,Trevin Jones,Javid Basharat,Javid Basharat,-,-
ufc-fight-night-march-12-2022,Mar 12 2022,Damon Jackson,Kamuela Kirk,Damon Jackson,-,-
ufc-fight-night-march-12-2022,Mar 12 2022,Sabina Mazo,Miranda Maverick,Miranda Maverick,+225,-280
ufc-fight-night-march-12-2022,Mar 12 2022,Dalcha Lungiambula,Cody Brundage,Cody Brundage,-120,+100
ufc-fight-night-march-12-2022,Mar 12 2022,Kris Moutinho,Guido Cannetti,Guido Cannetti,-140,+120
ufc-fight-night-march-12-2022,Mar 12 2022,Tafon Nchukwi,Azamat Murzakanov,Azamat Murzakanov,+125,-145
ufc-fight-night-march-19-2022,Mar 19 2022,Alexander Volkov,Tom Aspinall,Tom Aspinall,+105,-125
ufc-fight-night-march-19-2022,Mar 19 2022,Arnold Allen,Dan Hooker,Arnold Allen,-115,-105
ufc-fight-night-march-19-2022,Mar 19 2022,Paddy Pimblett,Kazula Vargas,Paddy Pimblett,-675,+475
ufc-fight-night-march-19-2022,Mar 19 2022,Gunnar Nelson,Takashi Sato,Gunnar Nelson,-525,+385
ufc-fight-night-march-19-2022,Mar 19 2022,Molly McCann,Luana Carolina,Molly McCann,-135,+115
ufc-fight-night-march-19-2022,Mar 19 2022,Jai Herbert,Ilia Topuria,Ilia Topuria,+435,-600
ufc-fight-night-march-19-2022,Mar 19 2022,Mike Grundy,Makwan Amirkhani,Makwan Amirkhani,-200,+170
ufc-fight-night-march-19-2022,Mar 19 2022,Shamil Abdurakhimov,Sergei Pavlovich,Sergei Pavlovich,+270,-350
ufc-fight-night-march-19-2022,Mar 19 2022,Nikita Krylov,Paul Craig,Paul Craig,-210,+175
ufc-fight-night-march-19-2022,Mar 19 2022,Jack Shore,Timur Valiev,Jack Shore,-130,+110
ufc-fight-night-march-19-2022,Mar 19 2022,Cory McKenna,Elise Reed,Elise Reed,-300,+235
ufc-fight-night-march-19-2022,Mar 19 2022,Muhammad Mokaev,Cody Durden,Muhammad Mokaev,-380,+290
ufc-fight-night-march-26-2022,Mar 26 2022,Curtis Blaydes,Chris Daukaus,Curtis Blaydes,-510,+375
ufc-fight-night-march-26-2022,Mar 26 2022,Joanne Wood,Alexa Grasso,Alexa Grasso,+220,-275
ufc-fight-night-march-26-2022,Mar 26 2022,Matt Brown,Bryan Barberena,Bryan Barberena,-110,-110
ufc-fight-night-march-26-2022,Mar 26 2022,Askar Askarov,Kai Kara-France,Kai Kara-France,-450,+340
ufc-fight-night-march-26-2022,Mar 26 2022,Neil Magny,Max Griffin,Neil Magny,-280,+225
ufc-fight-night-march-26-2022,Mar 26 2022,Marc Diakiese,Viacheslav Borshchev,Marc Diakiese,+120,-140
ufc-fight-night-march-26-2022,Mar 26 2022,Sara McMann,Karol Rosa,Sara McMann,+195,-240
ufc-fight-night-march-26-2022,Mar 26 2022,Chris Gutierrez,Batgerel Danaa,Chris Gutierrez,+110,-130
ufc-fight-night-march-26-2022,Mar 26 2022,Aliaskhab Khizriev,Denis Tiuliulin,Aliaskhab Khizriev,-1000,+650
ufc-fight-night-march-26-2022,Mar 26 2022,Jennifer Maia,Manon Fiorot,Manon Fiorot,+350,-475
ufc-fight-night-march-26-2022,Mar 26 2022,Matheus Nicolau,David Dvorak,Matheus Nicolau,+105,-125
ufc-fight-night-march-26-2022,Mar 26 2022,Luis Saldana,Bruno Souza,Luis Saldana,+115,-135
ufc-273,Apr 9 2022,Alexander Volkanovski,Chan Sung Jung,Alexander Volkanovski,-720,+500
ufc-273,Apr 9 2022,Aljamain Sterling,Petr Yan,Aljamain Sterling,+330,-435
ufc-273,Apr 9 2022,Gilbert Burns,Khamzat Chimaev,Khamzat Chimaev,+360,-490
ufc-273,Apr 9 2022,Mackenzie Dern,Tecia Pennington,,-120,+100
ufc-273,Apr 9 2022,Vinc Pichel,Mark Madsen,Mark Madsen,-120,+100
ufc-273,Apr 9 2022,Ian Machado Garry,Darian Weeks,,-365,+280
ufc-273,Apr 9 2022,Anthony Hernandez,Josh Fremd,Anthony Hernandez,-180,+155
ufc-273,Apr 9 2022,Aspen Ladd,Raquel Pennington,Raquel Pennington,+150,-170
ufc-273,Apr 9 2022,Mickey Gall,Mike Malott,Mike Malott,+160,-190
ufc-273,Apr 9 2022,Aleksei Oleinik,Jared Vanderaa,Aleksei Oleinik,-110,-110
ufc-273,Apr 9 2022,Piera Rodriguez,Kay Hansen,Piera Rodriguez,-120,+100
ufc-273,Apr 9 2022,Julio Arce,Daniel Santos,Julio Arce,-180,+155
ufc-fight-night-april-16-2022,Apr 16 2022,Vicente Luque,Belal Muhammad,Vicente Luque,-190,+160
ufc-fight-night-april-16-2022,Apr 16 2022,Caio Borralho,Gadzhi Omargadzhiev,Caio Borralho,+110,-130
ufc-fight-night-april-16-2022,Apr 16 2022,Miguel Baeza,Andre Fialho,Andre Fialho,-170,+150
ufc-fight-night-april-16-2022,Apr 16 2022,Mayra Bueno Silva,Wu Yanan,Mayra Bueno Silva,-490,+360
ufc-fight-night-april-16-2022,Apr 16 2022,Pat Sabatini,TJ Laramie,Pat Sabatini,-510,+375
ufc-fight-night-april-16-2022,Apr 16 2022,Mounir Lazzez,Ange Loosa,Mounir Lazzez,-195,+165
ufc-fight-night-april-16-2022,Apr 16 2022,Devin Clark,William Knight,Devin Clark,-180,+155
ufc-fight-night-april-16-2022,Apr 16 2022,Lina Lansberg,Pannie Kianzad,Pannie Kianzad,+330,-435
ufc-fight-night-april-16-2022,Apr 16 2022,Drakkar Klose,Brandon Jenkins,Drakkar Klose,-650,+460
ufc-fight-night-april-16-2022,Apr 16 2022,Rafa Garcia,Jesse Ronson,Rafa Garcia,+100,-120
ufc-fight-night-april-16-2022,Apr 16 2022,Chris Barnett,Martin Buday,Martin Buday,+195,-240
ufc-fight-night-april-16-2022,Apr 16 2022,Jordan Leavitt,Trey Ogden,Jordan Leavitt,+125,-145
ufc-fight-night-april-16-2022,Apr 16 2022,Istela Nunes,Sam Hughes,Sam Hughes,-225,+185
ufc-fight-night-april-16-2022,Apr 16 2022,Alatengheili,Kevin Croom,Alatengheili,-180,+155
ufc-fight-night-april-23-2022,Apr 23 2022,Amanda Lemos,Jéssica Andrade,,+170,-200
ufc-fight-night-april-23-2022,Apr 23 2022,Clay Guida,Claudio Puelles,Claudio Puelles,-105,-115
ufc-fight-night-april-23-2022,Apr 23 2022,Maycee Barber,Montana De La Rosa,Maycee Barber,-180,+155
ufc-fight-night-april-23-2022,Apr 23 2022,Lando Vannata,Charles Jourdain,Charles Jourdain,-105,-115
ufc-fight-night-april-23-2022,Apr 23 2022,Jordan Wright,Marc-Andre Barriault,Marc-Andre Barriault,+155,-180
ufc-fight-night-april-23-2022,Apr 23 2022,Dwight Grant,Sergey Khandozhko,Sergey Khandozhko,+100,-120
ufc-fight-night-april-23-2022,Apr 23 2022,Tyson Pedro,Ike Villanueva,Tyson Pedro,-630,+450
ufc-fight-night-april-23-2022,Apr 23 2022,Aoriqileng,Cameron Else,Aoriqileng,-235,+190
ufc-fight-night-april-23-2022,Apr 23 2022,Preston Parsons,Evan Elder,Preston Parsons,-170,+150
ufc-fight-night-april-23-2022,Apr 23 2022,Marcin Prachnio,Philipe Lins,Philipe Lins,-120,+100
ufc-fight-night-april-23-2022,Apr 23 2022,Dean Barry,Mike Jackson,Mike Jackson,-1125,+700
ufc-fight-night-april-30-2022,Apr 30 2022,Rob Font,Marlon Vera,Marlon Vera,-120,+100
ufc-fight-night-april-30-2022,Apr 30 2022,Andrei Arlovski,Jake Collier,Andrei Arlovski,-130,+110
ufc-fight-night-april-30-2022,Apr 30 2022,Andre Fili,Joanderson Brito,Joanderson Brito,-250,+200
ufc-fight-night-april-30-2022,Apr 30 2022,Jared Gordon,Grant Dawson,Grant Dawson,+160,-190
ufc-fight-night-april-30-2022,Apr 30 2022,Darren Elkins,Tristan Connelly,Darren Elkins,-180,+155
ufc-fight-night-april-30-2022,Apr 30 2022,Krzysztof Jotko,Gerald Meerschaert,Krzysztof Jotko,-180,+155
ufc-fight-night-april-30-2022,Apr 30 2022,Alexandr Romanov,Chase Sherman,Alexandr Romanov,-2200,+1100
ufc-fight-night-april-30-2022,Apr 30 2022,Daniel Lacerda,Francisco Figueiredo,Francisco Figueiredo,-125,+105
ufc-fight-night-april-30-2022,Apr 30 2022,Gabe Green,Yohan Lainesse,Gabe Green,-130,+110
ufc-fight-night-april-30-2022,Apr 30 2022,Natan Levy,Mike Breeden,Natan Levy,-220,+180
ufc-fight-night-april-30-2022,Apr 30 2022,Gina Mazany,Shanna Young,Shanna Young,-190,+160
ufc-274,May 7 2022,Charles Oliveira,Justin Gaethje,Charles Oliveira,-180,+155
ufc-274,May 7 2022,Rose Namajunas,Carla Esparza,Carla Esparza,-210,+175
ufc-274,May 7 2022,Michael Chandler,Tony Ferguson,Michael Chandler,-365,+280
ufc-274,May 7 2022,Mauricio Rua,Ovince Saint Preux,Ovince Saint Preux,+195,-240
ufc-274,May 7 2022,Randy Brown,Khaos Williams,Randy Brown,-105,-115
ufc-274,May 7 2022,Francisco Trinaldo,Danny Roberts,Francisco Trinaldo,-115,-105
ufc-274,May 7 2022,Macy Chiasson,Norma Dumont,Macy Chiasson,+190,-235
ufc-274,May 7 2022,Brandon Royval,Matt Schnell,Brandon Royval,-240,+195
ufc-274,May 7 2022,Blagoy Ivanov,Marcos Rogerio de Lima,Blagoy Ivanov,-,-
ufc-274,May 7 2022,Andre Fialho,Cameron VanCamp,Andre Fialho,-410,+310
ufc-274,May 7 2022,Tracy Cortez,Melissa Gatto,Tracy Cortez,-145,+125
ufc-274,May 7 2022,Kleydson Rodrigues,CJ Vergara,CJ Vergara,-,-
ufc-274,May 7 2022,Ariane Carnelossi,Loopy Godinez,Loopy Godinez,+155,-180
ufc-274,May 7 2022,Journey Newson,Fernie Garcia,Journey Newson,-,-
ufc-fight-night-may-14-2022,May 14 2022,Jan Błachowicz,Aleksandar Rakić,,+165,-195
ufc-fight-night-may-14-2022,May 14 2022,Ryan Spann,Ion Cutelaba,Ryan Spann,+180,-220
ufc-fight-night-may-14-2022,May 14 2022,Davey Grant,Louis Smolka,Davey Grant,-300,+235
ufc-fight-night-may-14-2022,May 14 2022,Katlyn Cerminara,Amanda Ribas,Katlyn Cerminara,-180,+155
ufc-fight-night-may-14-2022,May 14 2022,Frank Camacho,Manuel Torres,Manuel Torres,-,-
ufc-fight-night-may-14-2022,May 14 2022,Jake Hadley,Allan Nascimento,Allan Nascimento,-,-
ufc-fight-night-may-14-2022,May 14 2022,Viviane Araújo,Andrea Lee,,+100,-120
ufc-fight-night-may-14-2022,May 14 2022,Michael Johnson,Alan Patrick,Michael Johnson,-155,+135
ufc-fight-night-may-14-2022,May 14 2022,Virna Jandiroba,Angela Hill,Virna Jandiroba,-180,+155
ufc-fight-night-may-14-2022,May 14 2022,Tatsuro Taira,Carlos Candelario,Tatsuro Taira,-240,+195
ufc-fight-night-may-14-2022,May 14 2022,Nick Maximov,Andre Petroski,Andre Petroski,-380,+290
ufc-fight-night-may-21-2022,May 21 2022,Holly Holm,Ketlen Vieira,Ketlen Vieira,-235,+190
ufc-fight-night-may-21-2022,May 21 2022,Santiago Ponzinibbio,Michel Pereira,Michel Pereira,+120,-140
ufc-fight-night-may-21-2022,May 21 2022,Chidi Njokuani,Duško Todorović,,-250,+200
ufc-fight-night-may-21-2022,May 21 2022,Polyana Viana,Tabatha Ricci,Tabatha Ricci,+110,-130
ufc-fight-night-may-21-2022,May 21 2022,Eryk Anders,JunYong Park,JunYong Park,+160,-205
ufc-fight-night-may-21-2022,May 21 2022,Joseph Holmes,Alen Amedovski,Joseph Holmes,-195,+165
ufc-fight-night-may-21-2022,May 21 2022,Jailton Almeida,Parker Porter,Jailton Almeida,-600,+435
ufc-fight-night-may-21-2022,May 21 2022,Omar Morales,Uroš Medić,,-140,+120
ufc-fight-night-may-21-2022,May 21 2022,Jonathan Martinez,Vince Morales,Jonathan Martinez,-240,+195
ufc-fight-night-may-21-2022,May 21 2022,Chase Hooper,Felipe Colares,Chase Hooper,+150,-170
ufc-fight-night-may-21-2022,May 21 2022,Elise Reed,Sam Hughes,Sam Hughes,-155,+135
ufc-fight-night-june-04-2022,Jun 4 2022,Alexander Volkov,Jairzinho Rozenstruik,Alexander Volkov,-155,+135
ufc-fight-night-june-04-2022,Jun 4 2022,Dan Ige,Movsar Evloev,Movsar Evloev,+310,-410
ufc-fight-night-june-04-2022,Jun 4 2022,Michael Trizano,Lucas Almeida,Lucas Almeida,-225,+185
ufc-fight-night-june-04-2022,Jun 4 2022,Karine Silva,Poliana Botelho,Karine Silva,-130,+110
ufc-fight-night-june-04-2022,Jun 4 2022,Ode Osbourne,Zarrukh Adashev,Ode Osbourne,-180,+155
ufc-fight-night-june-04-2022,Jun 4 2022,Alonzo Menifield,Askar Mozharov,Alonzo Menifield,-195,+165
ufc-fight-night-june-04-2022,Jun 4 2022,Felice Herrig,Karolina Kowalkiewicz,Karolina Kowalkiewicz,-120,+100
ufc-fight-night-june-04-2022,Jun 4 2022,Joe Solecki,Alex da Silva,,-165,+145
ufc-fight-night-june-04-2022,Jun 4 2022,Damon Jackson,Dan Argueta,Damon Jackson,-575,+410
ufc-fight-night-june-04-2022,Jun 4 2022,Niklas Stolze,Benoît Saint Denis,,+135,-155
ufc-fight-night-june-04-2022,Jun 4 2022,Johnny Munoz,Tony Gravely,Tony Gravely,+110,-130
ufc-fight-night-june-04-2022,Jun 4 2022,Jeffrey Molina,Zhalgas Zhumagulov,,-180,+155
ufc-fight-night-june-04-2022,Jun 4 2022,Rinat Fakhretdinov,Andreas Michailidis,Rinat Fakhretdinov,-275,+220
ufc-fight-night-june-04-2022,Jun 4 2022,Erin Blanchfield,JJ Aldrich,Erin Blanchfield,-490,+360
ufc-275,Jun 11 2022,Glover Teixeira,Jiří Procházka,,+165,-195
ufc-275,Jun 11 2022,Valentina Shevchenko,Taila Santos,Valentina Shevchenko,-630,+450
ufc-275,Jun 11 2022,Zhang Weili,Joanna Jędrzejczyk,,-160,+140
ufc-275,Jun 11 2022,Andre Fialho,Jake Matthews,Jake Matthews,-145,+125
ufc-275,Jun 11 2022,Jack Della Maddalena,Ramazan Emeev,Jack Della Maddalena,-155,+135
ufc-275,Jun 11 2022,Seungwoo Choi,Josh Culibao,,-235,+190
ufc-275,Jun 11 2022,Maheshate,Steve Garcia,Maheshate,+155,-180
ufc-275,Jun 11 2022,Brendan Allen,Jacob Malkoun,Brendan Allen,-320,+250
ufc-275,Jun 11 2022,Kyung Ho Kang,Batgerel Danaa,Kyung Ho Kang,+115,-135
ufc-275,Jun 11 2022,Liang Na,Silvana Gomez Juarez,Silvana Gomez Juarez,+115,-135
ufc-275,Jun 11 2022,Ramona Pascual,Joselyne Edwards,Joselyne Edwards,+140,-160
ufc-fight-night-june-18-2022,Jun 18 2022,Calvin Kattar,Josh Emmett,Josh Emmett,-250,+210
ufc-fight-night-june-18-2022,Jun 18 2022,Tim Means,Kevin Holland,Kevin Holland,+280,-340
ufc-fight-night-june-18-2022,Jun 18 2022,Joaquin Buckley,Albert Duraev,Joaquin Buckley,+195,-230
ufc-fight-night-june-18-2022,Jun 18 2022,Damir Ismagulov,Guram Kutateladze,Damir Ismagulov,-180,+155
ufc-fight-night-june-18-2022,Jun 18 2022,Julian Marquez,Gregory Rodrigues,Gregory Rodrigues,+140,-165
ufc-fight-night-june-18-2022,Jun 18 2022,Adrian Yanez,Tony Kelley,Adrian Yanez,-300,+250
ufc-fight-night-june-18-2022,Jun 18 2022,Jasmine Jasudavicius,Natalia Silva,Natalia Silva,-230,+195
ufc-fight-night-june-18-2022,Jun 18 2022,Court McGee,Jeremiah Wells,Jeremiah Wells,-110,-110
ufc-fight-night-june-18-2022,Jun 18 2022,Ricardo Ramos,Danny Chavez,Ricardo Ramos,-300,+250
ufc-fight-night-june-18-2022,Jun 18 2022,Maria Oliveira,Gloria de Paula,Maria Oliveira,+205,-245
ufc-fight-night-june-18-2022,Jun 18 2022,Eddie Wineland,Cody Stamann,Cody Stamann,+440,-580
ufc-fight-night-june-18-2022,Jun 18 2022,Phil Hawes,Deron Winn,Phil Hawes,-240,+200
ufc-fight-night-june-18-2022,Jun 18 2022,Roman Dolidze,Kyle Daukaus,Roman Dolidze,+205,-245
ufc-fight-night-june-25-2022,Jun 25 2022,Arman Tsarukyan,Mateusz Gamrot,Mateusz Gamrot,-285,+240
ufc-fight-night-june-25-2022,Jun 25 2022,Neil Magny,Shavkat Rakhmonov,Shavkat Rakhmonov,+320,-390
ufc-fight-night-june-25-2022,Jun 25 2022,Josh Parisian,Alan Baudot,Josh Parisian,-105,-115
ufc-fight-night-june-25-2022,Jun 25 2022,Thiago Moisés,Christos Giagos,,-255,+215
ufc-fight-night-june-25-2022,Jun 25 2022,Nate Maness,Umar Nurmagomedov,Umar Nurmagomedov,+625,-900
ufc-fight-night-june-25-2022,Jun 25 2022,Chris Curtis,Rodolfo Vieira,Chris Curtis,-135,+115
ufc-fight-night-june-25-2022,Jun 25 2022,Carlos Ulberg,Tafon Nchukwi,Carlos Ulberg,-115,-105
ufc-fight-night-june-25-2022,Jun 25 2022,Shayilan Nuerdanbieke,TJ Brown,Shayilan Nuerdanbieke,-,-
ufc-fight-night-june-25-2022,Jun 25 2022,Raulian Paiva,Sergey Morozov,Sergey Morozov,+120,-140
ufc-fight-night-june-25-2022,Jun 25 2022,JP Buys,Cody Durden,Cody Durden,-120,+100
ufc-fight-night-june-25-2022,Jun 25 2022,Brian Kelleher,Mario Bautista,Mario Bautista,+140,-165
ufc-fight-night-june-25-2022,Jun 25 2022,Vanessa Demopoulos,Jinh Yu Frey,Vanessa Demopoulos,+220,-260
ufc-276,Jul 2 2022,Israel Adesanya,Jared Cannonier,Israel Adesanya,-475,+380
ufc-276,Jul 2 2022,Alexander Volkanovski,Max Holloway,Alexander Volkanovski,-190,+160
ufc-276,Jul 2 2022,Sean Strickland,Alex Pereira,Alex Pereira,-125,+105
ufc-276,Jul 2 2022,Robbie Lawler,Bryan Barberena,Bryan Barberena,-110,-110
ufc-276,Jul 2 2022,Pedro Munhoz,Sean O'Malley,,+255,-305
ufc-276,Jul 2 2022,Brad Riddell,Jalin Turner,Jalin Turner,+125,-145
ufc-276,Jul 2 2022,Jim Miller,Donald Cerrone,Donald Cerrone,-190,+160
ufc-276,Jul 2 2022,Ian Machado Garry,Gabe Green,,-180,+155
ufc-276,Jul 2 2022,Brad Tavares,Dricus Du Plessis,Dricus Du Plessis,+130,-150
ufc-276,Jul 2 2022,Uriah Hall,Andre Muniz,Andre Muniz,+270,-325
ufc-276,Jul 2 2022,Jessica Eye,Maycee Barber,Maycee Barber,+245,-295
ufc-276,Jul 2 2022,Jessica-Rose Clark,Julija Stoliarenko,Julija Stoliarenko,-155,+135
ufc-fight-night-july-09-2022,Jul 9 2022,Rafael Dos Anjos,Rafael Fiziev,Rafael Fiziev,+175,-205
ufc-fight-night-july-09-2022,Jul 9 2022,Caio Borralho,Armen Petrosyan,Caio Borralho,-230,+195
ufc-fight-night-july-09-2022,Jul 9 2022,Douglas Silva de Andrade,Said Nurmagomedov,Said Nurmagomedov,+370,-460
ufc-fight-night-july-09-2022,Jul 9 2022,Jared Vanderaa,Chase Sherman,Chase Sherman,-195,+165
ufc-fight-night-july-09-2022,Jul 9 2022,Aiemann Zahabi,Ricky Turcios,Aiemann Zahabi,+165,-195
ufc-fight-night-july-09-2022,Jul 9 2022,Michael Johnson,Jamie Mullarkey,Jamie Mullarkey,+180,-210
ufc-fight-night-july-09-2022,Jul 9 2022,Cody Brundage,Tresean Gore,Cody Brundage,+125,-145
ufc-fight-night-july-09-2022,Jul 9 2022,Antonina Shevchenko,Cortney Casey,Antonina Shevchenko,-170,+145
ufc-fight-night-july-09-2022,Jul 9 2022,David Onama,Garrett Armfield,David Onama,-800,+575
